Filing Date,Fund Name,Fund CIK,Accession Number,Filing URL,Name of Issuer,Title of Class,CUSIP,FIGI,Value Raw ($000s),Value ($000s),Shares/Principal Amount Raw,Shares/Principal Amount,SH/PRN,Put/Call,Investment Discretion,Other Manager,Other Managers (raw),All Columns (raw),Voting Authority - Sole,Voting Authority - Shared,Voting Authority - None
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,INTEL CORP,COM,458140100,,,,8724431,8724431,SH,,SOLE,,,"(x$1000): 326,381; ",8724431,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,IRONSOURCE LTD,CL A ORD SHS,M5R75Y101,,,,5854496,5854496,SH,,SOLE,,,"(x$1000): 13,934; ",5854496,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,JOBY AVIATION INC,*W EXP 08/10/202,G65163118,,,,861419,861419,SH,,SOLE,,,(x$1000): 935; ,861419,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,,,,7194276,7194276,SH,,SOLE,,,"(x$1000): 151,440; ",7194276,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,,,,48419805,48419805,SH,,SOLE,,,"(x$1000): 1,069,593; ",48419805,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,LIBERTY MEDIA ACQUISITION CO,*W EXP 99/99/999,53073L112,,,,631320,631320,SH,,SOLE,,,(x$1000): 315; ,631320,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,LIBERTY MEDIA ACQUISITION CO,COM SR A,53073L104,,,,3156598,3156598,SH,,SOLE,,,"(x$1000): 31,061; ",3156598,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,LIBERTY MEDIA CORP DEL,COM A SIRIUSXM,531229409,,,,7324854,7324854,SH,,SOLE,,,"(x$1000): 263,988; ",7324854,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,LIBERTY MEDIA CORP DEL,COM C SIRIUSXM,531229607,,,,13245642,13245642,SH,,SOLE,,,"(x$1000): 477,505; ",13245642,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,META PLATFORMS INC,CL A,30303M102,,,,688851,688851,SH,,SOLE,,,"(x$1000): 111,077; ",688851,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,MICRON TECHNOLOGY INC,COM,595112103,,,,2735974,2735974,SH,,SOLE,,,"(x$1000): 151,245; ",2735974,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,NEW ORIENTAL ED & TECHNOLOGY,SPON ADR,647581206,,,,8000000,8000000,SH,,SOLE,,,"(x$1000): 162,880; ",8000000,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,NEXSTAR MEDIA GROUP INC,CL A,65336K103,,,,277811,277811,SH,,SOLE,,,"(x$1000): 45,250; ",277811,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,NOBLE CORP NEW,SHS,G6610J209,,,,66719,66719,SH,,SOLE,,,"(x$1000): 1,691; ",66719,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,NUVATION BIO INC,COM CL A,67080N101,,,,10418194,10418194,SH,,SOLE,,,"(x$1000): 33,755; ",10418194,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,OUTBRAIN INC,COM,69002R103,,,,792000,792000,SH,,SOLE,,,"(x$1000): 3,984; ",792000,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,PERSHING SQUARE TONTINE HLDG,*W EXP 07/24/202,71531R117,,,,1898711,1898711,SH,,SOLE,,,(x$1000): 817; ,1898711,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,QORVO INC,COM,74736K101,,,,6967036,6967036,SH,,SOLE,,,"(x$1000): 657,131; ",6967036,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,REDBALL ACQUISITION CORP,*W EXP 08/17/202,G7417R113,,,,1636173,1636173,SH,,SOLE,,,(x$1000): 54; ,1636173,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,SS&C TECHNOLOGIES HLDGS INC,COM,78467J100,,,,2962749,2962749,SH,,SOLE,,,"(x$1000): 172,047; ",2962749,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,SVF INVESTMENT CORP,*W EXP 12/20/202,G8601L128,,,,197853,197853,SH,,SOLE,,,(x$1000): 47; ,197853,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,THERAVANCE BIOPHARMA INC,COM,G8807B106,,,,13419226,13419226,SH,,SOLE,,,"(x$1000): 121,578; ",13419226,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,THERAVANCE BIOPHARMA INC,NOTE 3.250%11/0,88339KAA0,,,,28104000,28104000,PRN,,SOLE,,,"(x$1000): 25,912; ",28104000,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,TRILOGY METALS INC NEW,COM,89621C105,,,,10514566,10514566,SH,,SOLE,,,"(x$1000): 7,955; ",10514566,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,VERINT SYS INC,COM,92343X100,,,,199531,199531,SH,,SOLE,,,"(x$1000): 8,450; ",199531,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,VERITIV CORP,COM,923454102,,,,3564439,3564439,SH,,SOLE,,,"(x$1000): 386,920; ",3564439,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,VERTICAL AEROSPACE LTD,*W EXP 09/15/202,G9471C115,,,,1462477,1462477,SH,,SOLE,,,(x$1000): 570; ,1462477,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,VIASAT INC,COM,92552V100,,,,16288959,16288959,SH,,SOLE,,,"(x$1000): 498,931; ",16288959,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,WARNER BROS DISCOVERY INC,COM SER A,934423104,,,,18000000,18000000,SH,,SOLE,,,"(x$1000): 241,560; ",18000000,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,WILLIS TOWERS WATSON PLC LTD,SHS,G96629103,,,,926966,926966,SH,,SOLE,,,"(x$1000): 182,974; ",926966,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,ADVANTAGE SOLUTIONS INC,COM CL A,00791N102,,,,12039952,12039952,SH,,SOLE,,,"(x$1000): 74,285; ",12039952,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,ALPHABET INC,CAP STK CL C,02079K107,,,,243890,243890,SH,,SOLE,,,"(x$1000): 681,182; ",243890,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,ALTIMETER GROWTH CORP 2,COM CL A,G0371B109,,,,2473180,2473180,SH,,SOLE,,,"(x$1000): 24,287; ",2473180,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,ARCHAEA ENERGY INC,COM CL A,03940F103,,,,3121503,3121503,SH,,SOLE,,,"(x$1000): 65,488; ",3121503,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,ATARA BIOTHERAPEUTICS INC,COM,046513107,,,,8123616,8123616,SH,,SOLE,,,"(x$1000): 75,468; ",8123616,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,AURORA INNOVATION INC,*W EXP 11/03/202,051774115,,,,736550,736550,SH,,SOLE,,,"(x$1000): 1,090; ",736550,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,AVANTI ACQUISITION CORP,*W EXP 99/99/999,G0682V125,,,,2000000,2000000,SH,,SOLE,,,(x$1000): 520; ,2000000,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,AVANTI ACQUISITION CORP,SHS CL A,G0682V109,,,,4000000,4000000,SH,,SOLE,,,"(x$1000): 39,440; ",4000000,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,BELLRING BRANDS INC,COMMON STOCK,07831C103,,,,479583,479583,SH,,SOLE,,,"(x$1000): 11,069; ",479583,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,CAZOO GROUP LTD,*W EXP 08/26/202,G2007L113,,,,1250000,1250000,SH,,SOLE,,,(x$1000): 475; ,1250000,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,CULLINAN ONCOLOGY INC,COM,230031106,,,,1535560,1535560,SH,,SOLE,,,"(x$1000): 16,077; ",1535560,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,DIGITALBRIDGE GROUP INC,CL A COM,25401T108,,,,18366359,18366359,SH,,SOLE,,,"(x$1000): 132,238; ",18366359,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,DRAGONEER GROWTH OPT CORP II,CL A SHS,G28315102,,,,1964288,1964288,SH,,SOLE,,,"(x$1000): 19,250; ",1964288,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,DROPBOX INC,CL A,26210C104,,,,10571046,10571046,SH,,SOLE,,,"(x$1000): 245,777; ",10571046,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,ENCOMPASS HEALTH CORP,COM,29261A100,,,,3000000,3000000,SH,,SOLE,,,"(x$1000): 213,330; ",3000000,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,ERMENEGILDO ZEGNA N V,*W EXP 12/17/202,N30577113,,,,698199,698199,SH,,SOLE,,,"(x$1000): 1,564; ",698199,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,FINCH THERAPEUTICS GROUP INC,COM,31773D101,,,,1123108,1123108,SH,,SOLE,,,"(x$1000): 5,649; ",1123108,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,FISERV INC,COM,337738108,,,,3988391,3988391,SH,,SOLE,,,"(x$1000): 404,423; ",3988391,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,GARRETT MOTION INC,COM,366505105,,,,3575000,3575000,SH,,SOLE,,,"(x$1000): 25,704; ",3575000,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,GARRETT MOTION INC,PFD CONV SER A,366505204,,,,25480292,25480292,SH,,SOLE,,,"(x$1000): 210,722; ",25480292,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,GRAB HOLDINGS LIMITED,CLASS A ORD,G4124C109,,,,6105101,6105101,SH,,SOLE,,,"(x$1000): 20,431; ",6105101,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,GRAY TELEVISION INC,COM,389375106,,,,1290916,1290916,SH,,SOLE,,,"(x$1000): 28,491; ",1290916,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,HIPPO HLDGS INC,*W EXP 08/02/202,433539111,,,,199485,199485,SH,,SOLE,,,(x$1000): 68; ,199485,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,HORIZON ACQUISITION CORPORAT,*W EXP 10/19/202,G46044114,,,,1166666,1166666,SH,,SOLE,,,(x$1000): 770; ,1166666,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,INTEL CORP,COM,458140100,,,,16592431,16592431,SH,,SOLE,,,"(x$1000): 822,321; ",16592431,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,IRONSOURCE LTD,CL A ORD SHS,M5R75Y101,,,,7936988,7936988,SH,,SOLE,,,"(x$1000): 38,098; ",7936988,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,JOBY AVIATION INC,*W EXP 08/10/202,G65163118,,,,867896,867896,SH,,SOLE,,,"(x$1000): 1,432; ",867896,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,JOBY AVIATION INC,COMMON STOCK,G65163100,,,,1967244,1967244,SH,,SOLE,,,"(x$1000): 13,023; ",1967244,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,,,,7657205,7657205,SH,,SOLE,,,"(x$1000): 195,335; ",7657205,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,,,,53971307,53971307,SH,,SOLE,,,"(x$1000): 1,398,397; ",53971307,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,LIBERTY MEDIA ACQUISITION CO,*W EXP 99/99/999,53073L112,,,,631320,631320,SH,,SOLE,,,(x$1000): 423; ,631320,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,LIBERTY MEDIA ACQUISITION CO,COM SR A,53073L104,,,,3156598,3156598,SH,,SOLE,,,"(x$1000): 31,282; ",3156598,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,LIBERTY MEDIA CORP DEL,COM A SIRIUSXM,531229409,,,,5619936,5619936,SH,,SOLE,,,"(x$1000): 256,887; ",5619936,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,LIBERTY MEDIA CORP DEL,COM C SIRIUSXM,531229607,,,,11161589,11161589,SH,,SOLE,,,"(x$1000): 510,419; ",11161589,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,META PLATFORMS INC,CL A,30303M102,,,,969911,969911,SH,,SOLE,,,"(x$1000): 215,669; ",969911,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,MICRON TECHNOLOGY INC,COM,595112103,,,,3110974,3110974,SH,,SOLE,,,"(x$1000): 242,314; ",3110974,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,NEXSTAR MEDIA GROUP INC,CL A,65336K103,,,,1147692,1147692,SH,,SOLE,,,"(x$1000): 216,317; ",1147692,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,NOBLE CORP NEW,SHS,G6610J209,,,,104928,104928,SH,,SOLE,,,"(x$1000): 3,463; ",104928,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,NUVATION BIO INC,COM CL A,67080N101,,,,10443494,10443494,SH,,SOLE,,,"(x$1000): 54,933; ",10443494,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,OUTBRAIN INC,COM,69002R103,,,,792000,792000,SH,,SOLE,,,"(x$1000): 8,498; ",792000,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,PERSHING SQUARE TONTINE HLDG,*W EXP 07/24/202,71531R117,,,,1898711,1898711,SH,,SOLE,,,"(x$1000): 1,785; ",1898711,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,POST HOLDINGS PARTNERING COR,COM SER A,737446104,,,,378284,378284,SH,,SOLE,,,"(x$1000): 26,200; ",378284,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,QORVO INC,COM,74736K101,,,,6645712,6645712,SH,,SOLE,,,"(x$1000): 824,733; ",6645712,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,REDBALL ACQUISITION CORP,*W EXP 08/17/202,G7417R113,,,,1636173,1636173,SH,,SOLE,,,"(x$1000): 1,391; ",1636173,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,SS&C TECHNOLOGIES HLDGS INC,COM,78467J100,,,,3767449,3767449,SH,,SOLE,,,"(x$1000): 282,634; ",3767449,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,SVF INVESTMENT CORP,*W EXP 12/20/202,G8601L128,,,,197853,197853,SH,,SOLE,,,(x$1000): 111; ,197853,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,SVF INVESTMENT CORP,CL A SHS,G8601L102,,,,989267,989267,SH,,SOLE,,,"(x$1000): 9,695; ",989267,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,THERAVANCE BIOPHARMA INC,COM,G8807B106,,,,13643333,13643333,SH,,SOLE,,,"(x$1000): 130,430; ",13643333,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,THERAVANCE BIOPHARMA INC,NOTE 3.250%11/0,88339KAA0,,,,30000000,30000000,PRN,,SOLE,,,"(x$1000): 28,562; ",30000000,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,TRILOGY METALS INC NEW,COM,89621C105,,,,11125566,11125566,SH,,SOLE,,,"(x$1000): 11,682; ",11125566,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,VERINT SYS INC,COM,92343X100,,,,2207576,2207576,SH,,SOLE,,,"(x$1000): 114,132; ",2207576,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,VERITIV CORP,COM,923454102,,,,3564439,3564439,SH,,SOLE,,,"(x$1000): 476,173; ",3564439,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,VERTICAL AEROSPACE LTD,*W EXP 09/15/202,G9471C115,,,,1462477,1462477,SH,,SOLE,,,"(x$1000): 1,148; ",1462477,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,VIASAT INC,COM,92552V100,,,,16288959,16288959,SH,,SOLE,,,"(x$1000): 794,901; ",16288959,0,0
2022-05-13,Baupost Group (Seth Klarman),1061768,0001567619-22-010529,https://www.sec.gov/Archives/edgar/data/1061768/000156761922010529/0001567619-22-010529-index.htm,WILLIS TOWERS WATSON PLC LTD,SHS,G96629103,,,,1230966,1230966,SH,,SOLE,,,"(x$1000): 290,779; ",1230966,0,0
2022-02-11,Baupost Group (Seth Klarman),1061768,0001567619-22-003626,https://www.sec.gov/Archives/edgar/data/1061768/000156761922003626/0001567619-22-003626-index.htm,ADVANTAGE SOLUTIONS INC,COM CL A,00791N102,,,,12195000,12195000,SH,,SOLE,,,"(x$1000): 95,550; ",12195000,0,0
2022-02-11,Baupost Group (Seth Klarman),1061768,0001567619-22-003626,https://www.sec.gov/Archives/edgar/data/1061768/000156761922003626/0001567619-22-003626-index.htm,ALPHABET INC,CAP STK CL C,02079K107,,,,228230,228230,SH,,SOLE,,,"(x$1000): 660,404; ",228230,0,0
2022-02-11,Baupost Group (Seth Klarman),1061768,0001567619-22-003626,https://www.sec.gov/Archives/edgar/data/1061768/000156761922003626/0001567619-22-003626-index.htm,ALTIMETER GROWTH CORP 2,COM CL A,G0371B109,,,,2500000,2500000,SH,,SOLE,,,"(x$1000): 24,650; ",2500000,0,0
2022-02-11,Baupost Group (Seth Klarman),1061768,0001567619-22-003626,https://www.sec.gov/Archives/edgar/data/1061768/000156761922003626/0001567619-22-003626-index.htm,ARCHAEA ENERGY INC,COM CL A,03940F103,,,,3500000,3500000,SH,,SOLE,,,"(x$1000): 62,164; ",3500000,0,0
2022-02-11,Baupost Group (Seth Klarman),1061768,0001567619-22-003626,https://www.sec.gov/Archives/edgar/data/1061768/000156761922003626/0001567619-22-003626-index.htm,ATARA BIOTHERAPEUTICS INC,COM,046513107,,,,8477488,8477488,SH,,SOLE,,,"(x$1000): 133,605; ",8477488,0,0
